Year,Planting_Dates,Harvesting_Dates,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Commodity,ACRES_PLANTED,ACRES_HARVESTED
2018,24-Sep,18-Jul,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,WHEAT,"7,400","6,490"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,KNOX,103,WHEAT,"2,300","1,650"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,LEWIS,111,WHEAT,"1,600","1,180"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,MARION,127,WHEAT,"4,400","3,900"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,PIKE,163,WHEAT,"9,400","6,880"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,RALLS,173,WHEAT,"5,200","3,750"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,WHEAT,"1,800","1,050"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,WHEAT,800,500
2018,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,CLAY,47,WHEAT,500,500
2018,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,DAVIESS,61,WHEAT,"1,400","1,200"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,GENTRY,75,WHEAT,"2,500","1,750"
2018,24-Sep,18-Jul,MISSOURI,29,NORTHWEST,10,HARRISON,81,WHEAT,600,540
2018,24-Sep,18-Jul,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,WHEAT,"7,900","3,850"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,WHEAT,700,220
2018,24-Sep,18-Jul,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,WHEAT,"1,700",80
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,WHEAT,"20,800","8,300"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69,WHEAT,"28,800","16,400"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,WHEAT,"55,200","47,000"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155,WHEAT,"30,000","21,800"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,SCOTT,201,WHEAT,"39,800","29,000"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHEAST,90,STODDARD,207,WHEAT,"28,400","19,000"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,BARRY,9,WHEAT,"3,300","1,810"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,DADE,57,WHEAT,"27,600","24,200"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,WHEAT,"10,200","5,500"
2018,24-Sep,18-Jul,MISSOURI,29,SOUTHWEST,70,NEWTON,145,WHEAT,"7,200","5,620"
2018,24-Sep,18-Jul,MISSOURI,29,WEST,40,HENRY,83,WHEAT,"14,800","6,140"
2018,24-Sep,18-Jul,MISSOURI,29,WEST,40,JACKSON,95,WHEAT,900,800
2018,24-Sep,18-Jul,MISSOURI,29,WEST,40,LAFAYETTE,107,WHEAT,"5,500","2,550"
2018,24-Sep,18-Jul,MISSOURI,29,WEST,40,ST CLAIR,185,WHEAT,"6,700","5,390"
2018,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,BROADWATER,7,WHEAT,"10,000","9,900"
2018,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,CASCADE,13,WHEAT,"112,000","110,600"
2018,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,FERGUS,27,WHEAT,"113,000","111,100"
2018,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,GOLDEN VALLEY,37,WHEAT,"24,000","22,000"
2018,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,JUDITH BASIN,45,WHEAT,"51,000","50,800"
2018,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,MUSSELSHELL,65,WHEAT,"15,100","13,500"
2018,06-Sep,17-Aug,MONTANA,30,CENTRAL,50,WHEATLAND,107,WHEAT,"21,800","21,800"
2018,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,WHEAT,"348,000","343,000"
2018,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,GLACIER,35,WHEAT,"42,000","38,400"
2018,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,HILL,41,WHEAT,"195,000","193,900"
2018,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,LIBERTY,51,WHEAT,"71,000","70,600"
2018,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,PONDERA,73,WHEAT,"85,000","84,400"
2018,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,TETON,99,WHEAT,"96,000","95,100"
2018,06-Sep,17-Aug,MONTANA,30,NORTH CENTRAL,20,TOOLE,101,WHEAT,"40,500","40,100"
2018,06-Sep,17-Aug,MONTANA,30,NORTHEAST,30,GARFIELD,33,WHEAT,"28,000","24,000"
2018,06-Sep,17-Aug,MONTANA,30,NORTHEAST,30,MCCONE,55,WHEAT,"6,300","5,800"
2018,06-Sep,17-Aug,MONTANA,30,NORTHEAST,30,VALLEY,105,WHEAT,"5,800","4,600"
2018,06-Sep,17-Aug,MONTANA,30,NORTHWEST,10,FLATHEAD,29,WHEAT,"4,600","4,050"
2018,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3,WHEAT,"83,000","78,400"
2018,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,PARK,67,WHEAT,"5,000","4,300"
2018,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95,WHEAT,"21,900","20,100"
2018,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,TREASURE,103,WHEAT,"4,700","3,350"
2018,06-Sep,17-Aug,MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,WHEAT,"59,000","57,900"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,CARTER,11,WHEAT,"21,000","12,700"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,CUSTER,17,WHEAT,"8,600","7,500"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,FALLON,25,WHEAT,"7,700","5,500"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,POWDER RIVER,75,WHEAT,"5,700","2,000"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,PRAIRIE,79,WHEAT,"7,700","7,600"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,ROSEBUD,87,WHEAT,"12,600","6,500"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHEAST,90,WIBAUX,109,WHEAT,"3,700","2,500"
2018,06-Sep,17-Aug,MONTANA,30,SOUTHWEST,70,MADISON,57,WHEAT,"1,400","1,400"
2018,03-Sep,27-Jul,NEBRASKA,31,CENTRAL,50,BUFFALO,19,WHEAT,"2,400","2,350"
2018,03-Sep,27-Jul,NEBRASKA,31,CENTRAL,50,CUSTER,41,WHEAT,"4,300","3,890"
2018,03-Sep,27-Jul,NEBRASKA,31,EAST,60,HAMILTON,81,WHEAT,"1,200","1,180"
2018,03-Sep,27-Jul,NEBRASKA,31,EAST,60,LANCASTER,109,WHEAT,"1,400","1,310"
2018,03-Sep,27-Jul,NEBRASKA,31,EAST,60,SEWARD,159,WHEAT,800,790
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,BANNER,7,WHEAT,"41,000","38,700"
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,BOX BUTTE,13,WHEAT,"89,700","86,800"
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,DAWES,45,WHEAT,"22,600","17,790"
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,DEUEL,49,WHEAT,"66,400","53,320"
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,KIMBALL,105,WHEAT,"95,000","89,500"
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,MORRILL,123,WHEAT,"21,300","19,350"
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,SHERIDAN,161,WHEAT,"30,700","27,510"
2018,03-Sep,27-Jul,NEBRASKA,31,NORTHWEST,10,SIOUX,165,WHEAT,"2,500","2,150"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,ADAMS,1,WHEAT,"3,200","2,890"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,FRANKLIN,61,WHEAT,"5,500","4,940"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,FURNAS,65,WHEAT,"36,500","35,020"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,GOSPER,73,WHEAT,"11,700","10,900"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,HARLAN,83,WHEAT,"18,600","15,600"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,KEARNEY,99,WHEAT,"4,400","4,140"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,PHELPS,137,WHEAT,"2,900","2,520"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTH,80,WEBSTER,181,WHEAT,"16,100","15,330"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,CLAY,35,WHEAT,800,780
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,FILLMORE,59,WHEAT,"1,400","1,260"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,GAGE,67,WHEAT,"3,800","3,560"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,WHEAT,"5,900","5,390"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,JOHNSON,97,WHEAT,"1,300","1,260"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,NEMAHA,127,WHEAT,"1,000",780
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,WHEAT,"13,200","11,100"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,OTOE,131,WHEAT,"1,000",970
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,PAWNEE,133,WHEAT,"2,100","2,040"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHEAST,90,SALINE,151,WHEAT,"2,800","2,460"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,CHASE,29,WHEAT,"34,300","30,470"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,WHEAT,"28,900","28,150"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,HAYES,85,WHEAT,"23,400","22,300"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87,WHEAT,"54,100","52,500"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,KEITH,101,WHEAT,"31,100","26,700"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,LINCOLN,111,WHEAT,"12,600","11,550"
2018,03-Sep,27-Jul,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,WHEAT,"75,100","72,200"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,WHEAT,"9,600","8,270"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,WHEAT,"1,300",880
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,WHEAT,"7,100","5,610"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,WHEAT,"9,000","5,800"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,WHEAT,"4,100","3,450"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,WHEAT,"8,100","5,800"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,WHEAT,"6,600","4,200"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,WHEAT,"19,400","16,300"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,WHEAT,"7,400","4,150"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,WHEAT,"1,200",920
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,WHEAT,"3,500","3,260"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,WHEAT,"2,700","2,000"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,WHEAT,"2,900","2,700"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,WHEAT,"4,500","2,500"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,WHEAT,"7,300","4,700"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,WHEAT,"2,500","1,840"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,WHEAT,"6,900","6,180"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,WHEAT,"5,700","4,810"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,WHEAT,"4,200","4,000"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,WHEAT,"9,300","8,360"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,WHEAT,"5,700","5,520"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,91,WHEAT,"4,000","1,880"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,WHEAT,"4,800","2,520"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,WHEAT,"5,300","1,810"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,WHEAT,"7,800","5,450"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,WHEAT,"6,600","6,070"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,WHEAT,"15,000","12,700"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,WHEAT,"9,600","8,180"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN COASTAL,70,WASHINGTON,187,WHEAT,"6,500","5,910"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,WHEAT,"4,300","3,400"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,WHEAT,"1,900",950
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,WHEAT,"1,400",850
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,69,WHEAT,"6,300","5,250"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,WHEAT,"4,700","2,550"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,WHEAT,"5,000","3,250"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,WHEAT,"1,900","1,000"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,WHEAT,"8,500","4,700"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,WHEAT,"4,900","3,500"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,WHEAT,900,450
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,WHEAT,"2,100","1,090"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185,WHEAT,"2,900","2,300"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,WHEAT,"4,400","4,100"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,WHEAT,"15,700","14,200"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,WHEAT,"7,200","5,700"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,WHEAT,"1,600","1,350"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,WHEAT,"24,800","23,500"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,WHEAT,"14,600","13,700"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,WHEAT,"4,300","4,100"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,WHEAT,"1,800","1,000"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,WHEAT,"4,000","2,310"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,WHEAT,"2,500","1,570"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,WHEAT,"13,500","10,700"
2018,10-Sep,25-Jul,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,UNION,179,WHEAT,"51,600","49,500"
2018,06-Sep,10-Aug,NORTH DAKOTA,38,NORTHWEST,10,WARD,101,WHEAT,"2,000","2,000"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,DELAWARE,41,WHEAT,"3,500","2,900"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,FAIRFIELD,45,WHEAT,"5,700","5,200"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,FAYETTE,47,WHEAT,"4,900","4,500"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,FRANKLIN,49,WHEAT,"1,900","1,600"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,KNOX,83,WHEAT,"2,500","2,100"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,LICKING,89,WHEAT,"3,900","3,700"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,MADISON,97,WHEAT,"5,400","5,100"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,MARION,101,WHEAT,"4,700","4,500"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,MORROW,117,WHEAT,"6,800","5,500"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,PICKAWAY,129,WHEAT,"10,700","10,500"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,ROSS,141,WHEAT,"5,600","5,300"
2018,26-Sep,20-Jul,OHIO,39,CENTRAL,50,UNION,159,WHEAT,"6,400","6,100"
2018,26-Sep,20-Jul,OHIO,39,EAST CENTRAL,60,COSHOCTON,31,WHEAT,"1,400","1,300"
2018,26-Sep,20-Jul,OHIO,39,EAST CENTRAL,60,HOLMES,75,WHEAT,"1,600","1,400"
2018,26-Sep,20-Jul,OHIO,39,EAST CENTRAL,60,TUSCARAWAS,157,WHEAT,"2,500","1,800"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,ASHLAND,5,WHEAT,"5,300","3,400"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,CRAWFORD,33,WHEAT,"10,300","9,900"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,ERIE,43,WHEAT,"6,000","5,700"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,HURON,77,WHEAT,"12,900","12,600"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,OTTAWA,123,WHEAT,"7,400","6,600"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,SANDUSKY,143,WHEAT,"8,800","8,300"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,SENECA,147,WHEAT,"24,900","22,800"
2018,26-Sep,20-Jul,OHIO,39,NORTH CENTRAL,20,WYANDOT,175,WHEAT,"9,200","8,700"
2018,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,COLUMBIANA,29,WHEAT,"5,000","4,000"
2018,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,MAHONING,99,WHEAT,"2,800","2,500"
2018,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,MEDINA,103,WHEAT,"3,200","3,000"
2018,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,PORTAGE,133,WHEAT,"2,200","2,000"
2018,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,STARK,151,WHEAT,"4,500","4,400"
2018,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,TRUMBULL,155,WHEAT,"1,900","1,800"
2018,26-Sep,20-Jul,OHIO,39,NORTHEAST,30,WAYNE,169,WHEAT,"6,600","5,400"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,ALLEN,3,WHEAT,"9,200","8,500"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,DEFIANCE,39,WHEAT,"14,100","13,500"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,FULTON,51,WHEAT,"12,900","12,300"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,HANCOCK,63,WHEAT,"20,200","18,600"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,HENRY,69,WHEAT,"24,000","22,600"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,LUCAS,95,WHEAT,"4,200","4,100"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,PAULDING,125,WHEAT,"25,500","24,000"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,PUTNAM,137,WHEAT,"32,000","29,900"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,VAN WERT,161,WHEAT,"10,200","10,000"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,WILLIAMS,171,WHEAT,"13,700","13,000"
2018,26-Sep,20-Jul,OHIO,39,NORTHWEST,10,WOOD,173,WHEAT,"29,000","28,000"
2018,26-Sep,20-Jul,OHIO,39,SOUTH CENTRAL,80,ADAMS,1,WHEAT,"2,100","1,100"
2018,26-Sep,20-Jul,OHIO,39,SOUTH CENTRAL,80,BROWN,15,WHEAT,"1,600","1,300"
2018,26-Sep,20-Jul,OHIO,39,SOUTH CENTRAL,80,HIGHLAND,71,WHEAT,"4,200","3,900"
2018,26-Sep,20-Jul,OHIO,39,SOUTH CENTRAL,80,JACKSON,79,WHEAT,500,300
2018,26-Sep,20-Jul,OHIO,39,SOUTH CENTRAL,80,PIKE,131,WHEAT,600,500
2018,26-Sep,20-Jul,OHIO,39,SOUTHEAST,90,ATHENS,9,WHEAT,600,400
2018,26-Sep,20-Jul,OHIO,39,SOUTHEAST,90,MUSKINGUM,119,WHEAT,800,700
2018,26-Sep,20-Jul,OHIO,39,SOUTHEAST,90,PERRY,127,WHEAT,"1,000",800
2018,26-Sep,20-Jul,OHIO,39,SOUTHWEST,70,BUTLER,17,WHEAT,"1,500","1,300"
2018,26-Sep,20-Jul,OHIO,39,SOUTHWEST,70,CLINTON,27,WHEAT,"5,000","4,700"
2018,26-Sep,20-Jul,OHIO,39,SOUTHWEST,70,GREENE,57,WHEAT,"3,100","3,000"
2018,26-Sep,20-Jul,OHIO,39,SOUTHWEST,70,MONTGOMERY,113,WHEAT,"1,400","1,400"
2018,26-Sep,20-Jul,OHIO,39,SOUTHWEST,70,PREBLE,135,WHEAT,"3,900","3,800"
2018,26-Sep,20-Jul,OHIO,39,SOUTHWEST,70,WARREN,165,WHEAT,"1,300","1,200"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,AUGLAIZE,11,WHEAT,"11,000","9,400"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,CHAMPAIGN,21,WHEAT,"3,300","3,000"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,CLARK,23,WHEAT,"2,300","2,200"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,DARKE,37,WHEAT,"11,900","11,200"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,HARDIN,65,WHEAT,"10,200","9,500"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,LOGAN,91,WHEAT,"4,500","4,000"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,MERCER,107,WHEAT,"12,800","9,700"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,MIAMI,109,WHEAT,"3,900","3,800"
2018,26-Sep,20-Jul,OHIO,39,WEST CENTRAL,40,SHELBY,149,WHEAT,"10,100","9,200"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,CANADIAN,17,WHEAT,"148,000","116,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,CREEK,37,WHEAT,"1,700","1,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,GRADY,51,WHEAT,"74,000","28,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,KINGFISHER,73,WHEAT,"205,000","138,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,LINCOLN,81,WHEAT,"6,000",900
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,LOGAN,83,WHEAT,"55,000","38,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,MCCLAIN,87,WHEAT,"17,300","2,700"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,OKLAHOMA,109,WHEAT,"7,600","5,900"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,PAYNE,119,WHEAT,"12,800","2,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,CENTRAL,50,POTTAWATOMIE,125,WHEAT,"6,500","2,300"
2018,03-Sep,03-Jul,OKLAHOMA,40,NORTH CENTRAL,40,ALFALFA,3,WHEAT,"230,000","163,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,NORTH CENTRAL,40,GARFIELD,47,WHEAT,"280,000","226,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,NORTH CENTRAL,40,GRANT,53,WHEAT,"265,000","212,000"
2018,03-Sep,03-Jul,OKLAHOMA,40,NORTH CENTRAL,40,KAY,71,WHEAT,"142,500","125,000"
